source_id,source_type,target_id,target_type,weight,nt,spatial_x,spatial_y,pathway
100334,T4_T5_vertical,999030,VS1,10,ACh,14,10,VS
100335,T4_T5_looming,999004,LC4,7,ACh,15,10,LC4
100335,T4_T5_STMD,999011,LC11,10,GABA,15,10,LC11
100335,T4_T5_horizontal,999020,HSN,3,ACh,15,10,HS
100335,T4_T5_vertical,999030,VS1,10,ACh,15,10,VS
100336,T4_T5_looming,999004,LC4,10,ACh,16,10,LC4
100336,T4_T5_STMD,999011,LC11,11,GABA,16,10,LC11
100336,T4_T5_horizontal,999020,HSN,4,GABA,16,10,HS
100336,T4_T5_vertical,999030,VS1,10,ACh,16,10,VS
100337,T4_T5_looming,999004,LC4,10,ACh,17,10,LC4
100337,T4_T5_STMD,999011,LC11,10,GABA,17,10,LC11
100337,T4_T5_horizontal,999020,HSN,4,GABA,17,10,HS
100337,T4_T5_vertical,999030,VS1,10,ACh,17,10,VS
100338,T4_T5_looming,999004,LC4,8,ACh,18,10,LC4
100338,T4_T5_STMD,999011,LC11,8,GABA,18,10,LC11
100338,T4_T5_horizontal,999020,HSN,6,GABA,18,10,HS
100338,T4_T5_vertical,999030,VS1,7,ACh,18,10,VS
100339,T4_T5_looming,999004,LC4,8,ACh,19,10,LC4
100339,T4_T5_STMD,999011,LC11,8,GABA,19,10,LC11
100339,T4_T5_horizontal,999020,HSN,6,GABA,19,10,HS
100339,T4_T5_vertical,999030,VS1,8,ACh,19,10,VS
100340,T4_T5_looming,999004,LC4,6,ACh,20,10,LC4
100340,T4_T5_STMD,999011,LC11,7,GABA,20,10,LC11
100340,T4_T5_horizontal,999020,HSN,8,GABA,20,10,HS
100340,T4_T5_vertical,999030,VS1,7,ACh,20,10,VS
100341,T4_T5_looming,999004,LC4,5,ACh,21,10,LC4
100341,T4_T5_STMD,999011,LC11,6,GABA,21,10,LC11
100341,T4_T5_horizontal,999020,HSN,7,GABA,21,10,HS
100341,T4_T5_vertical,999030,VS1,9,ACh,21,10,VS
100342,T4_T5_looming,999004,LC4,12,GABA,22,10,LC4
100342,T4_T5_STMD,999011,LC11,6,GABA,22,10,LC11
100342,T4_T5_horizontal,999020,HSN,8,GABA,22,10,HS
100342,T4_T5_vertical,999030,VS1,9,ACh,22,10,VS
100343,T4_T5_looming,999004,LC4,12,GABA,23,10,LC4
100343,T4_T5_horizontal,999020,HSN,10,GABA,23,10,HS
100343,T4_T5_vertical,999030,VS1,10,ACh,23,10,VS
100344,T4_T5_looming,999004,LC4,15,GABA,24,10,LC4
100344,T4_T5_horizontal,999020,HSN,10,GABA,24,10,HS
100344,T4_T5_vertical,999030,VS1,7,ACh,24,10,VS
100345,T4_T5_looming,999004,LC4,14,GABA,25,10,LC4
100345,T4_T5_horizontal,999020,HSN,12,GABA,25,10,HS
100345,T4_T5_vertical,999030,VS1,8,ACh,25,10,VS
100346,T4_T5_looming,999004,LC4,13,GABA,26,10,LC4
100346,T4_T5_horizontal,999020,HSN,14,GABA,26,10,HS
100346,T4_T5_vertical,999030,VS1,9,ACh,26,10,VS
100347,T4_T5_looming,999004,LC4,11,GABA,27,10,LC4
100347,T4_T5_horizontal,999020,HSN,15,GABA,27,10,HS
100347,T4_T5_vertical,999030,VS1,8,ACh,27,10,VS
100348,T4_T5_looming,999004,LC4,9,GABA,28,10,LC4
100348,T4_T5_horizontal,999020,HSN,15,GABA,28,10,HS
100348,T4_T5_vertical,999030,VS1,9,ACh,28,10,VS
100349,T4_T5_horizontal,999020,HSN,15,GABA,29,10,HS
100349,T4_T5_vertical,999030,VS1,9,ACh,29,10,VS
100350,T4_T5_horizontal,999020,HSN,16,GABA,30,10,HS
100350,T4_T5_vertical,999030,VS1,9,ACh,30,10,VS
100351,T4_T5_horizontal,999020,HSN,18,GABA,31,10,HS
100351,T4_T5_vertical,999030,VS1,10,ACh,31,10,VS
100352,T4_T5_horizontal,999020,HSN,19,ACh,0,11,HS
100352,T4_T5_vertical,999030,VS1,6,ACh,0,11,VS
100353,T4_T5_horizontal,999020,HSN,17,ACh,1,11,HS
100353,T4_T5_vertical,999030,VS1,9,ACh,1,11,VS
100354,T4_T5_horizontal,999020,HSN,15,ACh,2,11,HS
100354,T4_T5_vertical,999030,VS1,9,ACh,2,11,VS
100355,T4_T5_looming,999004,LC4,8,GABA,3,11,LC4
100355,T4_T5_horizontal,999020,HSN,14,ACh,3,11,HS
100355,T4_T5_vertical,999030,VS1,7,ACh,3,11,VS
100356,T4_T5_looming,999004,LC4,10,GABA,4,11,LC4
100356,T4_T5_horizontal,999020,HSN,13,ACh,4,11,HS
100356,T4_T5_vertical,999030,VS1,9,ACh,4,11,VS
100357,T4_T5_looming,999004,LC4,12,GABA,5,11,LC4
100357,T4_T5_horizontal,999020,HSN,15,ACh,5,11,HS
100357,T4_T5_vertical,999030,VS1,9,ACh,5,11,VS
100358,T4_T5_looming,999004,LC4,14,GABA,6,11,LC4
100358,T4_T5_horizontal,999020,HSN,13,ACh,6,11,HS
100358,T4_T5_vertical,999030,VS1,9,ACh,6,11,VS
100359,T4_T5_looming,999004,LC4,13,GABA,7,11,LC4
100359,T4_T5_horizontal,999020,HSN,13,ACh,7,11,HS
100359,T4_T5_vertical,999030,VS1,8,ACh,7,11,VS
100360,T4_T5_looming,999004,LC4,13,GABA,8,11,LC4
100360,T4_T5_horizontal,999020,HSN,9,ACh,8,11,HS
100360,T4_T5_vertical,999030,VS1,8,ACh,8,11,VS
100361,T4_T5_looming,999004,LC4,13,GABA,9,11,LC4
100361,T4_T5_STMD,999011,LC11,6,GABA,9,11,LC11
100361,T4_T5_horizontal,999020,HSN,9,ACh,9,11,HS
100361,T4_T5_vertical,999030,VS1,7,ACh,9,11,VS
100362,T4_T5_looming,999004,LC4,7,ACh,10,11,LC4
100362,T4_T5_STMD,999011,LC11,8,GABA,10,11,LC11
100362,T4_T5_horizontal,999020,HSN,7,ACh,10,11,HS
100362,T4_T5_vertical,999030,VS1,7,ACh,10,11,VS
100363,T4_T5_looming,999004,LC4,8,ACh,11,11,LC4
100363,T4_T5_STMD,999011,LC11,7,GABA,11,11,LC11
100363,T4_T5_horizontal,999020,HSN,8,ACh,11,11,HS
100363,T4_T5_vertical,999030,VS1,7,ACh,11,11,VS
100364,T4_T5_looming,999004,LC4,8,ACh,12,11,LC4
100364,T4_T5_STMD,999011,LC11,10,GABA,12,11,LC11
100364,T4_T5_horizontal,999020,HSN,7,ACh,12,11,HS
100364,T4_T5_vertical,999030,VS1,8,ACh,12,11,VS
100365,T4_T5_looming,999004,LC4,10,ACh,13,11,LC4
100365,T4_T5_STMD,999011,LC11,10,GABA,13,11,LC11
100365,T4_T5_horizontal,999020,HSN,4,ACh,13,11,HS
100365,T4_T5_vertical,999030,VS1,6,ACh,13,11,VS
100366,T4_T5_looming,999004,LC4,9,ACh,14,11,LC4
100366,T4_T5_STMD,999011,LC11,9,GABA,14,11,LC11
100366,T4_T5_horizontal,999020,HSN,5,ACh,14,11,HS
100366,T4_T5_vertical,999030,VS1,6,ACh,14,11,VS
100367,T4_T5_looming,999004,LC4,9,ACh,15,11,LC4
100367,T4_T5_STMD,999011,LC11,10,GABA,15,11,LC11
100367,T4_T5_horizontal,999020,HSN,4,ACh,15,11,HS
100367,T4_T5_vertical,999030,VS1,8,ACh,15,11,VS
100368,T4_T5_looming,999004,LC4,13,ACh,16,11,LC4
100368,T4_T5_STMD,999011,LC11,6,ACh,16,11,LC11
100368,T4_T5_horizontal,999020,HSN,5,GABA,16,11,HS
100368,T4_T5_vertical,999030,VS1,9,ACh,16,11,VS
100369,T4_T5_looming,999004,LC4,10,ACh,17,11,LC4
100369,T4_T5_STMD,999011,LC11,10,GABA,17,11,LC11
100369,T4_T5_horizontal,999020,HSN,5,GABA,17,11,HS
100369,T4_T5_vertical,999030,VS1,6,ACh,17,11,VS
100370,T4_T5_looming,999004,LC4,10,ACh,18,11,LC4
100370,T4_T5_STMD,999011,LC11,8,GABA,18,11,LC11
100370,T4_T5_horizontal,999020,HSN,4,GABA,18,11,HS
100370,T4_T5_vertical,999030,VS1,7,ACh,18,11,VS
100371,T4_T5_looming,999004,LC4,8,ACh,19,11,LC4
100371,T4_T5_STMD,999011,LC11,9,GABA,19,11,LC11
100371,T4_T5_horizontal,999020,HSN,5,GABA,19,11,HS
100371,T4_T5_vertical,999030,VS1,8,ACh,19,11,VS
100372,T4_T5_looming,999004,LC4,9,ACh,20,11,LC4
100372,T4_T5_STMD,999011,LC11,10,GABA,20,11,LC11
100372,T4_T5_horizontal,999020,HSN,5,GABA,20,11,HS
100372,T4_T5_vertical,999030,VS1,6,ACh,20,11,VS
100373,T4_T5_looming,999004,LC4,5,ACh,21,11,LC4
100373,T4_T5_STMD,999011,LC11,7,GABA,21,11,LC11
100373,T4_T5_horizontal,999020,HSN,7,GABA,21,11,HS
100373,T4_T5_vertical,999030,VS1,9,ACh,21,11,VS
100374,T4_T5_looming,999004,LC4,4,ACh,22,11,LC4
100374,T4_T5_STMD,999011,LC11,6,GABA,22,11,LC11
100374,T4_T5_horizontal,999020,HSN,9,GABA,22,11,HS
100374,T4_T5_vertical,999030,VS1,7,ACh,22,11,VS
100375,T4_T5_looming,999004,LC4,13,GABA,23,11,LC4
100375,T4_T5_STMD,999011,LC11,6,GABA,23,11,LC11
100375,T4_T5_horizontal,999020,HSN,8,GABA,23,11,HS
100375,T4_T5_vertical,999030,VS1,7,ACh,23,11,VS
100376,T4_T5_looming,999004,LC4,14,GABA,24,11,LC4
100376,T4_T5_horizontal,999020,HSN,11,GABA,24,11,HS
100376,T4_T5_vertical,999030,VS1,7,ACh,24,11,VS
100377,T4_T5_looming,999004,LC4,14,GABA,25,11,LC4
100377,T4_T5_horizontal,999020,HSN,12,GABA,25,11,HS
100377,T4_T5_vertical,999030,VS1,8,ACh,25,11,VS
100378,T4_T5_looming,999004,LC4,13,GABA,26,11,LC4
100378,T4_T5_horizontal,999020,HSN,13,GABA,26,11,HS
100378,T4_T5_vertical,999030,VS1,9,ACh,26,11,VS
100379,T4_T5_looming,999004,LC4,10,GABA,27,11,LC4
100379,T4_T5_horizontal,999020,HSN,12,GABA,27,11,HS
100379,T4_T5_vertical,999030,VS1,7,ACh,27,11,VS
100380,T4_T5_looming,999004,LC4,10,GABA,28,11,LC4
100380,T4_T5_horizontal,999020,HSN,16,GABA,28,11,HS
100380,T4_T5_vertical,999030,VS1,8,ACh,28,11,VS
100381,T4_T5_looming,999004,LC4,7,GABA,29,11,LC4
100381,T4_T5_horizontal,999020,HSN,14,GABA,29,11,HS
100381,T4_T5_vertical,999030,VS1,8,ACh,29,11,VS
100382,T4_T5_horizontal,999020,HSN,15,GABA,30,11,HS
100382,T4_T5_vertical,999030,VS1,6,ACh,30,11,VS
100383,T4_T5_horizontal,999020,HSN,18,GABA,31,11,HS
100383,T4_T5_vertical,999030,VS1,9,ACh,31,11,VS
100384,T4_T5_horizontal,999020,HSN,20,ACh,0,12,HS
100384,T4_T5_vertical,999030,VS1,7,ACh,0,12,VS
100385,T4_T5_horizontal,999020,HSN,19,ACh,1,12,HS
100385,T4_T5_vertical,999030,VS1,5,ACh,1,12,VS
100386,T4_T5_horizontal,999020,HSN,15,ACh,2,12,HS
100386,T4_T5_vertical,999030,VS1,5,ACh,2,12,VS
100387,T4_T5_looming,999004,LC4,6,GABA,3,12,LC4
100387,T4_T5_horizontal,999020,HSN,15,ACh,3,12,HS
100387,T4_T5_vertical,999030,VS1,8,ACh,3,12,VS
100388,T4_T5_looming,999004,LC4,9,GABA,4,12,LC4
100388,T4_T5_horizontal,999020,HSN,13,ACh,4,12,HS
100388,T4_T5_vertical,999030,VS1,5,ACh,4,12,VS
100389,T4_T5_looming,999004,LC4,13,GABA,5,12,LC4
100389,T4_T5_horizontal,999020,HSN,12,ACh,5,12,HS
100389,T4_T5_vertical,999030,VS1,5,ACh,5,12,VS
100390,T4_T5_looming,999004,LC4,12,GABA,6,12,LC4
100390,T4_T5_horizontal,999020,HSN,11,ACh,6,12,HS
100390,T4_T5_vertical,999030,VS1,8,ACh,6,12,VS
100391,T4_T5_looming,999004,LC4,12,GABA,7,12,LC4
100391,T4_T5_horizontal,999020,HSN,12,ACh,7,12,HS
100391,T4_T5_vertical,999030,VS1,6,ACh,7,12,VS
100392,T4_T5_looming,999004,LC4,12,GABA,8,12,LC4
100392,T4_T5_STMD,999011,LC11,5,GABA,8,12,LC11
100392,T4_T5_horizontal,999020,HSN,10,ACh,8,12,HS
100392,T4_T5_vertical,999030,VS1,8,ACh,8,12,VS
100393,T4_T5_looming,999004,LC4,10,GABA,9,12,LC4
100393,T4_T5_STMD,999011,LC11,6,GABA,9,12,LC11
100393,T4_T5_horizontal,999020,HSN,11,ACh,9,12,HS
100393,T4_T5_vertical,999030,VS1,7,ACh,9,12,VS
100394,T4_T5_looming,999004,LC4,5,ACh,10,12,LC4
100394,T4_T5_STMD,999011,LC11,7,GABA,10,12,LC11
100394,T4_T5_horizontal,999020,HSN,9,ACh,10,12,HS
100394,T4_T5_vertical,999030,VS1,7,ACh,10,12,VS
100395,T4_T5_looming,999004,LC4,8,ACh,11,12,LC4
100395,T4_T5_STMD,999011,LC11,10,GABA,11,12,LC11
100395,T4_T5_horizontal,999020,HSN,7,ACh,11,12,HS
100395,T4_T5_vertical,999030,VS1,5,ACh,11,12,VS
100396,T4_T5_looming,999004,LC4,10,ACh,12,12,LC4
100396,T4_T5_STMD,999011,LC11,8,GABA,12,12,LC11
100396,T4_T5_horizontal,999020,HSN,5,ACh,12,12,HS
100396,T4_T5_vertical,999030,VS1,5,ACh,12,12,VS
100397,T4_T5_looming,999004,LC4,12,ACh,13,12,LC4
100397,T4_T5_STMD,999011,LC11,6,ACh,13,12,LC11
100397,T4_T5_horizontal,999020,HSN,7,ACh,13,12,HS
100397,T4_T5_vertical,999030,VS1,5,ACh,13,12,VS
100398,T4_T5_looming,999004,LC4,13,ACh,14,12,LC4
100398,T4_T5_STMD,999011,LC11,8,ACh,14,12,LC11
100398,T4_T5_horizontal,999020,HSN,6,ACh,14,12,HS
100398,T4_T5_vertical,999030,VS1,8,ACh,14,12,VS
100399,T4_T5_looming,999004,LC4,13,ACh,15,12,LC4
100399,T4_T5_STMD,999011,LC11,10,ACh,15,12,LC11
100399,T4_T5_horizontal,999020,HSN,3,ACh,15,12,HS
100399,T4_T5_vertical,999030,VS1,6,ACh,15,12,VS
100400,T4_T5_looming,999004,LC4,14,ACh,16,12,LC4
100400,T4_T5_STMD,999011,LC11,12,ACh,16,12,LC11
100400,T4_T5_vertical,999030,VS1,6,ACh,16,12,VS
100401,T4_T5_looming,999004,LC4,14,ACh,17,12,LC4
100401,T4_T5_STMD,999011,LC11,11,ACh,17,12,LC11
100401,T4_T5_horizontal,999020,HSN,3,GABA,17,12,HS
100401,T4_T5_vertical,999030,VS1,7,ACh,17,12,VS
100402,T4_T5_looming,999004,LC4,14,ACh,18,12,LC4
100402,T4_T5_STMD,999011,LC11,9,ACh,18,12,LC11
100402,T4_T5_horizontal,999020,HSN,5,GABA,18,12,HS
100402,T4_T5_vertical,999030,VS1,7,ACh,18,12,VS
100403,T4_T5_looming,999004,LC4,12,ACh,19,12,LC4
100403,T4_T5_STMD,999011,LC11,5,ACh,19,12,LC11
100403,T4_T5_horizontal,999020,HSN,5,GABA,19,12,HS
100403,T4_T5_vertical,999030,VS1,7,ACh,19,12,VS
100404,T4_T5_looming,999004,LC4,9,ACh,20,12,LC4
100404,T4_T5_STMD,999011,LC11,10,GABA,20,12,LC11
100404,T4_T5_horizontal,999020,HSN,5,GABA,20,12,HS
100404,T4_T5_vertical,999030,VS1,5,ACh,20,12,VS
100405,T4_T5_looming,999004,LC4,7,ACh,21,12,LC4
100405,T4_T5_STMD,999011,LC11,8,GABA,21,12,LC11
100405,T4_T5_horizontal,999020,HSN,8,GABA,21,12,HS
100405,T4_T5_vertical,999030,VS1,5,ACh,21,12,VS
100406,T4_T5_looming,999004,LC4,8,ACh,22,12,LC4
100406,T4_T5_STMD,999011,LC11,7,GABA,22,12,LC11
100406,T4_T5_horizontal,999020,HSN,10,GABA,22,12,HS
100406,T4_T5_vertical,999030,VS1,6,ACh,22,12,VS
100407,T4_T5_looming,999004,LC4,10,GABA,23,12,LC4
100407,T4_T5_STMD,999011,LC11,6,GABA,23,12,LC11
100407,T4_T5_horizontal,999020,HSN,8,GABA,23,12,HS
100407,T4_T5_vertical,999030,VS1,8,ACh,23,12,VS
100408,T4_T5_looming,999004,LC4,14,GABA,24,12,LC4
100408,T4_T5_STMD,999011,LC11,5,GABA,24,12,LC11
100408,T4_T5_horizontal,999020,HSN,9,GABA,24,12,HS
100408,T4_T5_vertical,999030,VS1,8,ACh,24,12,VS
100409,T4_T5_looming,999004,LC4,13,GABA,25,12,LC4
100409,T4_T5_horizontal,999020,HSN,11,GABA,25,12,HS
100409,T4_T5_vertical,999030,VS1,5,ACh,25,12,VS
100410,T4_T5_looming,999004,LC4,12,GABA,26,12,LC4
100410,T4_T5_horizontal,999020,HSN,12,GABA,26,12,HS
100410,T4_T5_vertical,999030,VS1,6,ACh,26,12,VS
100411,T4_T5_looming,999004,LC4,12,GABA,27,12,LC4
100411,T4_T5_horizontal,999020,HSN,13,GABA,27,12,HS
100411,T4_T5_vertical,999030,VS1,7,ACh,27,12,VS
100412,T4_T5_looming,999004,LC4,9,GABA,28,12,LC4
100412,T4_T5_horizontal,999020,HSN,13,GABA,28,12,HS
100412,T4_T5_vertical,999030,VS1,5,ACh,28,12,VS
100413,T4_T5_looming,999004,LC4,8,GABA,29,12,LC4
100413,T4_T5_horizontal,999020,HSN,14,GABA,29,12,HS
100413,T4_T5_vertical,999030,VS1,7,ACh,29,12,VS
100414,T4_T5_horizontal,999020,HSN,15,GABA,30,12,HS
100414,T4_T5_vertical,999030,VS1,8,ACh,30,12,VS
100415,T4_T5_horizontal,999020,HSN,18,GABA,31,12,HS
100415,T4_T5_vertical,999030,VS1,7,ACh,31,12,VS
100416,T4_T5_horizontal,999020,HSN,18,ACh,0,13,HS
100416,T4_T5_vertical,999030,VS1,5,ACh,0,13,VS
100417,T4_T5_horizontal,999020,HSN,17,ACh,1,13,HS
100417,T4_T5_vertical,999030,VS1,7,ACh,1,13,VS
100418,T4_T5_horizontal,999020,HSN,16,ACh,2,13,HS
100418,T4_T5_vertical,999030,VS1,7,ACh,2,13,VS
100419,T4_T5_looming,999004,LC4,8,GABA,3,13,LC4
100419,T4_T5_horizontal,999020,HSN,15,ACh,3,13,HS
100419,T4_T5_vertical,999030,VS1,7,ACh,3,13,VS
100420,T4_T5_looming,999004,LC4,9,GABA,4,13,LC4
100420,T4_T5_horizontal,999020,HSN,16,ACh,4,13,HS
100420,T4_T5_vertical,999030,VS1,4,ACh,4,13,VS
100421,T4_T5_looming,999004,LC4,11,GABA,5,13,LC4
100421,T4_T5_horizontal,999020,HSN,13,ACh,5,13,HS
100421,T4_T5_vertical,999030,VS1,4,ACh,5,13,VS
100422,T4_T5_looming,999004,LC4,12,GABA,6,13,LC4
100422,T4_T5_horizontal,999020,HSN,13,ACh,6,13,HS
100422,T4_T5_vertical,999030,VS1,5,ACh,6,13,VS
100423,T4_T5_looming,999004,LC4,14,GABA,7,13,LC4
100423,T4_T5_horizontal,999020,HSN,13,ACh,7,13,HS
100423,T4_T5_vertical,999030,VS1,5,ACh,7,13,VS
100424,T4_T5_looming,999004,LC4,11,GABA,8,13,LC4
100424,T4_T5_STMD,999011,LC11,5,GABA,8,13,LC11
100424,T4_T5_horizontal,999020,HSN,12,ACh,8,13,HS
100424,T4_T5_vertical,999030,VS1,7,ACh,8,13,VS
100425,T4_T5_looming,999004,LC4,7,ACh,9,13,LC4
100425,T4_T5_STMD,999011,LC11,6,GABA,9,13,LC11
100425,T4_T5_horizontal,999020,HSN,8,ACh,9,13,HS
100425,T4_T5_vertical,999030,VS1,7,ACh,9,13,VS
100426,T4_T5_looming,999004,LC4,7,ACh,10,13,LC4
100426,T4_T5_STMD,999011,LC11,9,GABA,10,13,LC11
100426,T4_T5_horizontal,999020,HSN,7,ACh,10,13,HS
100426,T4_T5_vertical,999030,VS1,6,ACh,10,13,VS
100427,T4_T5_looming,999004,LC4,11,ACh,11,13,LC4
100427,T4_T5_STMD,999011,LC11,9,GABA,11,13,LC11
100427,T4_T5_horizontal,999020,HSN,9,ACh,11,13,HS
100427,T4_T5_vertical,999030,VS1,4,ACh,11,13,VS
100428,T4_T5_looming,999004,LC4,11,ACh,12,13,LC4
100428,T4_T5_STMD,999011,LC11,9,ACh,12,13,LC11
100428,T4_T5_horizontal,999020,HSN,6,ACh,12,13,HS
100428,T4_T5_vertical,999030,VS1,6,ACh,12,13,VS
100429,T4_T5_looming,999004,LC4,12,ACh,13,13,LC4
100429,T4_T5_STMD,999011,LC11,8,ACh,13,13,LC11
100429,T4_T5_horizontal,999020,HSN,5,ACh,13,13,HS
100429,T4_T5_vertical,999030,VS1,5,ACh,13,13,VS
100430,T4_T5_looming,999004,LC4,15,ACh,14,13,LC4
100430,T4_T5_STMD,999011,LC11,11,ACh,14,13,LC11
100430,T4_T5_horizontal,999020,HSN,3,ACh,14,13,HS
100430,T4_T5_vertical,999030,VS1,4,ACh,14,13,VS
100431,T4_T5_looming,999004,LC4,15,ACh,15,13,LC4
100431,T4_T5_STMD,999011,LC11,14,ACh,15,13,LC11
100431,T4_T5_horizontal,999020,HSN,3,ACh,15,13,HS
100431,T4_T5_vertical,999030,VS1,5,ACh,15,13,VS
100432,T4_T5_looming,999004,LC4,17,ACh,16,13,LC4
100432,T4_T5_STMD,999011,LC11,17,ACh,16,13,LC11
100432,T4_T5_vertical,999030,VS1,7,ACh,16,13,VS
100433,T4_T5_looming,999004,LC4,18,ACh,17,13,LC4
100433,T4_T5_STMD,999011,LC11,13,ACh,17,13,LC11
100433,T4_T5_vertical,999030,VS1,4,ACh,17,13,VS
100434,T4_T5_looming,999004,LC4,14,ACh,18,13,LC4
100434,T4_T5_STMD,999011,LC11,13,ACh,18,13,LC11
100434,T4_T5_horizontal,999020,HSN,4,GABA,18,13,HS
100434,T4_T5_vertical,999030,VS1,6,ACh,18,13,VS
100435,T4_T5_looming,999004,LC4,12,ACh,19,13,LC4
100435,T4_T5_STMD,999011,LC11,8,ACh,19,13,LC11
100435,T4_T5_horizontal,999020,HSN,7,GABA,19,13,HS
100435,T4_T5_vertical,999030,VS1,6,ACh,19,13,VS
100436,T4_T5_looming,999004,LC4,13,ACh,20,13,LC4
100436,T4_T5_STMD,999011,LC11,8,ACh,20,13,LC11
100436,T4_T5_horizontal,999020,HSN,8,GABA,20,13,HS
100436,T4_T5_vertical,999030,VS1,7,ACh,20,13,VS
100437,T4_T5_looming,999004,LC4,9,ACh,21,13,LC4
100437,T4_T5_STMD,999011,LC11,9,GABA,21,13,LC11
100437,T4_T5_horizontal,999020,HSN,7,GABA,21,13,HS
100437,T4_T5_vertical,999030,VS1,6,ACh,21,13,VS
100438,T4_T5_looming,999004,LC4,7,ACh,22,13,LC4
100438,T4_T5_STMD,999011,LC11,10,GABA,22,13,LC11
100438,T4_T5_horizontal,999020,HSN,8,GABA,22,13,HS
100438,T4_T5_vertical,999030,VS1,4,ACh,22,13,VS
100439,T4_T5_looming,999004,LC4,5,ACh,23,13,LC4
100439,T4_T5_STMD,999011,LC11,8,GABA,23,13,LC11
100439,T4_T5_horizontal,999020,HSN,11,GABA,23,13,HS
100439,T4_T5_vertical,999030,VS1,4,ACh,23,13,VS
100440,T4_T5_looming,999004,LC4,12,GABA,24,13,LC4
100440,T4_T5_STMD,999011,LC11,4,GABA,24,13,LC11
100440,T4_T5_horizontal,999020,HSN,10,GABA,24,13,HS
100440,T4_T5_vertical,999030,VS1,7,ACh,24,13,VS
100441,T4_T5_looming,999004,LC4,12,GABA,25,13,LC4
100441,T4_T5_horizontal,999020,HSN,13,GABA,25,13,HS
100441,T4_T5_vertical,999030,VS1,6,ACh,25,13,VS
100442,T4_T5_looming,999004,LC4,12,GABA,26,13,LC4
100442,T4_T5_horizontal,999020,HSN,11,GABA,26,13,HS
100442,T4_T5_vertical,999030,VS1,7,ACh,26,13,VS
100443,T4_T5_looming,999004,LC4,12,GABA,27,13,LC4
100443,T4_T5_horizontal,999020,HSN,12,GABA,27,13,HS
100443,T4_T5_vertical,999030,VS1,4,ACh,27,13,VS
100444,T4_T5_looming,999004,LC4,9,GABA,28,13,LC4
100444,T4_T5_horizontal,999020,HSN,15,GABA,28,13,HS
100444,T4_T5_vertical,999030,VS1,5,ACh,28,13,VS
100445,T4_T5_looming,999004,LC4,8,GABA,29,13,LC4
100445,T4_T5_horizontal,999020,HSN,14,GABA,29,13,HS
100445,T4_T5_vertical,999030,VS1,5,ACh,29,13,VS
100446,T4_T5_horizontal,999020,HSN,17,GABA,30,13,HS
100446,T4_T5_vertical,999030,VS1,5,ACh,30,13,VS
100447,T4_T5_horizontal,999020,HSN,16,GABA,31,13,HS
100447,T4_T5_vertical,999030,VS1,5,ACh,31,13,VS
100448,T4_T5_horizontal,999020,HSN,17,ACh,0,14,HS
100448,T4_T5_vertical,999030,VS1,6,ACh,0,14,VS
100449,T4_T5_horizontal,999020,HSN,18,ACh,1,14,HS
100449,T4_T5_vertical,999030,VS1,5,ACh,1,14,VS
100450,T4_T5_horizontal,999020,HSN,16,ACh,2,14,HS
100450,T4_T5_vertical,999030,VS1,3,ACh,2,14,VS
100451,T4_T5_looming,999004,LC4,9,GABA,3,14,LC4
100451,T4_T5_horizontal,999020,HSN,16,ACh,3,14,HS
100451,T4_T5_vertical,999030,VS1,6,ACh,3,14,VS
100452,T4_T5_looming,999004,LC4,11,GABA,4,14,LC4
100452,T4_T5_horizontal,999020,HSN,16,ACh,4,14,HS
100452,T4_T5_vertical,999030,VS1,3,ACh,4,14,VS
100453,T4_T5_looming,999004,LC4,13,GABA,5,14,LC4
100453,T4_T5_horizontal,999020,HSN,13,ACh,5,14,HS
100453,T4_T5_vertical,999030,VS1,3,ACh,5,14,VS
100454,T4_T5_looming,999004,LC4,12,GABA,6,14,LC4
100454,T4_T5_horizontal,999020,HSN,13,ACh,6,14,HS
100454,T4_T5_vertical,999030,VS1,6,ACh,6,14,VS
100455,T4_T5_looming,999004,LC4,13,GABA,7,14,LC4
100455,T4_T5_horizontal,999020,HSN,10,ACh,7,14,HS
100455,T4_T5_vertical,999030,VS1,6,ACh,7,14,VS
100456,T4_T5_looming,999004,LC4,11,GABA,8,14,LC4
100456,T4_T5_STMD,999011,LC11,6,GABA,8,14,LC11
100456,T4_T5_horizontal,999020,HSN,12,ACh,8,14,HS
100456,T4_T5_vertical,999030,VS1,6,ACh,8,14,VS
100457,T4_T5_looming,999004,LC4,5,ACh,9,14,LC4
100457,T4_T5_STMD,999011,LC11,7,GABA,9,14,LC11
100457,T4_T5_horizontal,999020,HSN,11,ACh,9,14,HS
100457,T4_T5_vertical,999030,VS1,4,ACh,9,14,VS
100458,T4_T5_looming,999004,LC4,7,ACh,10,14,LC4
100458,T4_T5_STMD,999011,LC11,9,GABA,10,14,LC11
100458,T4_T5_horizontal,999020,HSN,7,ACh,10,14,HS
100458,T4_T5_vertical,999030,VS1,5,ACh,10,14,VS
100459,T4_T5_looming,999004,LC4,12,ACh,11,14,LC4
100459,T4_T5_STMD,999011,LC11,10,GABA,11,14,LC11
100459,T4_T5_horizontal,999020,HSN,8,ACh,11,14,HS
100459,T4_T5_vertical,999030,VS1,3,ACh,11,14,VS
100460,T4_T5_looming,999004,LC4,11,ACh,12,14,LC4
100460,T4_T5_STMD,999011,LC11,10,ACh,12,14,LC11
100460,T4_T5_horizontal,999020,HSN,6,ACh,12,14,HS
100460,T4_T5_vertical,999030,VS1,5,ACh,12,14,VS
